qwd.ElapsedDays           qwd.X                     qwd.Y                     qwd.Z                     qwd.VX                    qwd.VY                    qwd.VZ                    
0                         -145107.0674580222        -298977.2339118483        -142005.9383226019        0.9769941385382576        6.431088374237079         2.890110183814839         
qwd.ElapsedDays           qwd.X                     qwd.Y                     qwd.Z                     qwd.VX                    qwd.VY                    qwd.VZ                    
0                         -145107.0674580222        -298977.2339118483        -142005.9383226019        0.9769941385382576        6.431088374237079         2.890110183814839         
0.0001157407423306722     -145097.2974553582        -298912.9229018543        -141977.0371607975        0.9770063952762809        6.431113626038183         2.890122177805438         
0.00216066145003424       -144924.659650812         -297776.626853658         -141466.3882891502        0.9772239660749452        6.4315612539938           2.890334813258211         
0.005632883669022704      -144631.4365188484        -295847.0437045324        -140599.2333129103        0.9775978566409286        6.432327768222732         2.890699029941372         
0.009105105891649146      -144338.1003650876        -293917.2293696144        -139731.9684670177        0.9779774647104852        6.433102513632456         2.891067288345032         
0.01257732811427559       -144044.6494561295        -291987.1813605073        -138864.5925292284        0.9783629118148386        6.433885617581133         2.891439653541779         
0.01604955033690203       -143751.0820216272        -290056.8971502363        -137997.104257577         0.9787543227475829        6.434677209908227         2.891816191940618         
0.01952177255952847       -143457.3962532936        -288126.3741724956        -137129.5023899707        0.9791518256694241        6.435477422989752         2.892196971319202         
0.02299399478215491       -143163.5903038749        -286195.609820879         -136261.7856437743        0.9795555522167946        6.436286391794757         2.892582060856882         
0.02646621700478136       -142869.6622860908        -284264.6014480935        -135393.9527153841        0.9799656376145084        6.437104253943089         2.892971531168638         
0.0299384392274078        -142575.6102715409        -282333.3463651551        -134526.0022797922        0.9803822207926215        6.437931149764441         2.893365454339887         
0.03341066145003424       -142281.4322895748        -280401.8418405669        -133657.9329901402        0.980805444507672         6.438767222358689         2.8937639039622           
0.0368828836690227        -141987.1263261254        -278470.085099479         -132789.7434772617        0.9812354554684869        6.439612617657567         2.894166955169948         
0.04035510589164915       -141692.690322504         -276538.073322829         -131921.4323492136        0.9816724044667456        6.440467484487674         2.894574684677898         
0.04382732811427559       -141398.1221741551        -274605.8036464648        -131052.998190797         0.9821164465125027        6.441331974634826         2.894987170819777         
0.04729955033690203       -141103.4197293699        -272673.2731602458        -130184.4395630648        0.9825677409748778        6.442206242909786         2.89540449358784          
0.05077177255952847       -140808.5807879566        -270740.4789071264        -129315.7550028184        0.983026451728135         6.443090447215367         2.895826734673449         
0.05424399478215491       -140513.6030998668        -268807.417882218         -128446.9430220917        0.9834927473033813        6.443984748614931         2.896253977508693         
0.05771621700478136       -140218.4843637744        -266874.0870318298        -127578.0021076227        0.9839668010461228        6.444889311402287         2.896686307309069         
0.0611884392274078        -139923.2222256072        -264940.4832524895        -126708.9307203117        0.9844487912799335        6.445804303172993         2.897123811117256         
0.06466066145003424       -139627.814277028         -263006.6033899422        -125839.7272946665        0.9849389014764981        6.446729894897065         2.897566577847981         
0.0681328836690227        -139332.2580538638        -261072.4442381259        -124970.3902382339        0.9854373204323069        6.447666260993111         2.898014698334027         
0.07160510589164915       -139036.5510344812        -259138.0025381268        -124100.9179310174        0.9859442424522876        6.448613579403868         2.898468265373382         
0.07507732811427559       -138740.6906381052        -257203.2749771099        -123231.3087248803        0.9864598675406829        6.449572031673148         2.898927373777567         
0.07854955033690203       -138444.67422308          -255268.2581872272        -122361.560942934         0.9869844015994826        6.450541803024182         2.89939212042115          
0.08202177255952847       -138148.4990850689        -253332.9487445018        -121491.672878912         0.9875180566347482        6.45152308243935          2.899862604292476         
0.08549399478215491       -137852.1624551909        -251397.343167688         -120621.6427965277        0.9880610509711729        6.45251606274128          2.900338926545623         
0.08896621700478136       -137555.6614980921        -249461.4379171072        -119751.4689288167        0.9886136094752421        6.453520940675293         2.900821190553616         
0.0924384392274078        -137258.9933099484        -247525.2293934581        -118881.1494774632        0.9891759637873748        6.454537916993164         2.901309501962892         
0.09591066145003424       -136962.1549163975        -245588.7139366026        -118010.6826121093        0.989748352563442         6.455567196538176         2.901803968749065         
0.0993828836690227        -136665.1432703967        -243651.8878243247        -117140.066469648         0.990331021726083         6.456608988331404         2.902304701273971         
0.1028551058916492        -136367.9552500041        -241714.7472710648        -116269.2991534987        0.990924224726254         6.457663505659202         2.902811812344033         
0.1063273281142756        -136070.5876560791        -239777.2884266264        -115398.3787328645        0.9915282228154673        6.45873096616183          2.903325417269929         
0.109799550336902         -135773.0372099003        -237839.5073748569        -114527.3032419723        0.9921432853291996        6.459811591923145         2.903845633927609         
0.1132717725595285        -135475.3005506966        -235901.4001323003        -113656.0706792934        0.992769689981973         6.460905609561294         2.904372582820616         
0.1167439947821549        -135177.3742330871        -233962.9626468238        -112784.6790067461        0.9934077231746326        6.462013250320321         2.904906387143766         
0.1202162170047814        -134879.2547244282        -232024.1907962158        -111913.1261488784        0.9940576803143718        6.463134750162564         2.90544717284814          
0.1236884392274078        -134580.9384020614        -230085.0803867569        -111041.4099920314        0.9947198661480833        6.46427034986178          2.905995068707423         
0.1271606614500342        -134282.42155046          -228145.6271517618        -110169.5283834819        0.9953945951096365        6.465420295096819         2.90655020638554          
0.1306328836690227        -133983.7003582693        -226205.8267500943        -109297.4791305659        0.9960821916817171        6.466584836545737         2.907112720505621         
0.1341051058916492        -133684.7709152352        -224265.6747646531        -108425.2599997795        0.996782990772887         6.467764229980176         2.907682748720232         
0.1375773281142756        -133385.6292090183        -222325.1667008293        -107552.8687158596        0.9974973381105625        6.468958736359848         2.908260431782881         
0.141049550336902         -133086.2711218875        -220384.2979849364        -106680.302960843         0.9982255906506314        6.47016862192689          2.908845913620743         
0.1445217725595285        -132786.6924272869        -218443.0639626108        -105807.5603731032        0.9989681170044712        6.471394158299922         2.909439341408589         
0.1479939947821549        -132486.888786274         -216501.4598971855        -104934.6385463644        0.9997252978841638        6.472635622567493         2.910040865643844         
0.1514662170047814        -132186.8557438196        -214559.4809680346        -104061.5350286941        1.000497526566736         6.473893297380717         2.91065064022275          
0.1549384392274078        -131886.5887249663        -212617.1222688911        -103188.247321471         1.0012852093783           6.475167471044743         2.91126882251754          
0.1584106614500342        -131586.0830308387        -210674.3788061372        -102314.7728783314        1.002088766198996         6.476458437608736         2.911895573454568         
0.1618828836690227        -131285.3338344987        -208731.2454970675        -101441.1091040905        1.002908630989702         6.477766496954032         2.912531057593293         
0.1653551058916492        -130984.3361766394        -206787.7171681268        -100567.2533536407        1.003745252341494         6.479091954880002         2.91317544320602          
0.1688273281142756        -130683.0849611109        -204843.7885531217        -99693.20293082586        1.004599094048896         6.480435123187238         2.913828902358286         
0.172299550336902         -130381.5749502697        -202899.4542914087        -98818.95508729102        1.005470635708021         6.481796319757528         2.914491610989752         
0.1757717725595285        -130079.8007601456        -200954.7089260577        -97944.50702130805        1.006360373340715         6.483175868630094         2.915163748995449         
0.1792439947821549        -129777.7568554172        -199009.5469019945        -97069.85587657687        1.007268820045914         6.484574100073492         2.915845500307224         
0.1827162170047814        -129475.4375441868        -197063.9625641212        -96194.99874100211        1.00819650667942          6.485991350652516         2.916537052975166         
0.1861884392274078        -129172.8369725485        -195117.9501554185        -95319.93264544549        1.009143982563416         6.48742796328941          2.917238599248827         
0.1896606614500342        -128869.9491189374        -193171.5038150298        -94444.6545624538         1.010111816227035         6.488884287318569         2.917950335657981         
0.1931328836690227        -128566.7677882527        -191224.6175763304        -93569.16140496293        1.011100596179398         6.490360678533894         2.91867246309265          
0.1966051058916492        -128263.2866057433        -189277.2853649834        -92693.45002497778        1.012110931716577         6.491857499227854         2.9194051868821           
0.2000773281142756        -127959.4990106467        -187329.5009969856        -91817.51721222885        1.01314345376398          6.493375118221211         2.920148716872478         
0.203549550336902         -127655.3982495686        -185381.2581767057        -90941.35969280584        1.014198815755754         6.494913910882286         2.920903267502698         
0.2070217725595285        -127350.977369594         -183432.550494919         -90064.97412776851        1.015277694552818         6.496474259134544         2.921669057878191         
0.2104939947821549        -127046.2292111164        -181483.3714268404        -89188.35711173611        1.016380791401228         6.498056551451139         2.922446311842022         
0.2139662170047814        -126741.1464003731        -179533.7143301632        -88311.50517145582        1.017508832932632         6.499661182834942         2.9232352580429           
0.2174384392274078        -126435.7213416741        -177583.5724431045        -87434.41476435123        1.018662572208607         6.501288554782477         2.924036129999495         
0.2209106614500342        -126129.9462093108        -175632.938882465         -86557.08227705228        1.019842789810778         6.502939075229966         2.92484916616045          
0.2243828836690227        -125823.8129391305        -173681.8066417073        -85679.50402390792        1.021050294978622         6.504613158479623         2.925674609959386         
0.2278551058916492        -125517.3132197622        -171730.1685890603        -84801.67624548297        1.022285926796963         6.506311225104082         2.926512709864169         
0.2313273281142756        -125210.4384834782        -169778.017465655         -83923.59510704137        1.023550555435176         6.508033701826705         2.927363719419561         
0.234799550336902         -124903.1798966768        -167825.3458837011        -83045.25669701761        1.024845083440214         6.509781021375287         2.92822789728238          
0.2382717725595285        -124595.5283499672        -165872.1463247103        -82166.65702547884        1.026170447085565         6.511553622306492         2.929105507248118         
0.2417439947821549        -124287.4744478427        -163918.4111377791        -81287.79202258054        1.027527617778329         6.513351948798068         2.92999681826792          
0.2452162170047814        -123979.0084979217        -161964.1325379369        -80408.65753701858        1.028917603526618         6.515176450405665         2.930902104454702         
0.2486884392274078        -123670.1204997396        -160009.3026045748        -79529.24933448127        1.030341450469499         6.517027581780801         2.931821645077042         
